GT BW,Class BW,Measured BW,GT SF,Class SF,Measured SF (upscaled),Measured SF (downscaled),Measured SF,Height,Confidence,IoU
320312.00,250000.00,319424.39,11,10,11,10,11,0.039928,0.7071,0.9772
226562.00,250000.00,235788.35,10,10,10,10,10,0.029474,0.9505,0.9474
570312.00,500000.00,568337.44,11,11,11,11,11,0.071042,0.9484,0.9576
226562.00,250000.00,228390.22,10,10,10,10,10,0.028549,0.9454,0.9836
570312.00,500000.00,566344.26,11,11,11,11,11,0.070793,0.9436,0.9888
335938.00,250000.00,337519.65,11,10,11,10,11,0.042190,0.9326,0.9670
570312.00,500000.00,578622.82,11,11,11,11,11,0.072328,0.9160,0.9639
335938.00,250000.00,338465.96,11,10,11,10,11,0.042308,0.9079,0.9868
320312.00,250000.00,331405.64,11,10,11,10,11,0.041426,0.8834,0.9505
335938.00,250000.00,334013.70,11,10,11,10,11,0.041752,0.8360,0.9538
570312.00,500000.00,560135.72,11,11,11,11,11,0.070017,0.9475,0.9684
226562.00,250000.00,231057.17,10,10,10,10,10,0.028882,0.9361,0.9797
320312.00,250000.00,319636.34,11,10,11,10,11,0.039955,0.9341,0.9853
335938.00,250000.00,341392.52,11,10,11,10,11,0.042674,0.9235,0.9769
570312.00,500000.00,560449.60,11,11,11,11,11,0.070056,0.9022,0.9491
320312.00,250000.00,319172.86,11,10,11,10,11,0.039897,0.8789,0.9582
335938.00,250000.00,339041.71,11,10,11,10,11,0.042380,0.8594,0.9783
320312.00,250000.00,318239.45,11,10,11,10,11,0.039780,0.8568,0.9879
539062.00,500000.00,535628.32,12,12,12,12,12,0.066954,0.9664,0.9763
539062.00,500000.00,534537.79,12,12,12,12,12,0.066817,0.9561,0.9804
242188.00,250000.00,248523.71,10,10,10,10,10,0.031065,0.9353,0.9712
539062.00,500000.00,492052.08,12,12,12,12,12,0.061507,0.8990,0.8686
242188.00,250000.00,236145.73,10,10,10,10,10,0.029518,0.8723,0.9300
179688.00,250000.00,191583.63,10,11,11,10,10,0.023948,0.8635,0.9262
242188.00,250000.00,315855.98,10,10,11,10,11,0.039482,0.7984,0.7505
179688.00,250000.00,182609.56,10,11,11,10,10,0.022826,0.7908,0.9432
117188.00,125000.00,123346.81,9,9,9,9,9,0.015418,0.7115,0.7159
539062.00,500000.00,538022.52,12,12,12,12,12,0.067253,0.9640,0.9845
539062.00,500000.00,536746.98,12,12,12,12,12,0.067093,0.9534,0.9869
242188.00,250000.00,245275.50,10,10,10,10,10,0.030659,0.9468,0.9771
117188.00,125000.00,121827.13,9,9,9,9,9,0.015228,0.9303,0.9586
117188.00,125000.00,123418.81,9,9,9,9,9,0.015427,0.9166,0.9452
242188.00,250000.00,244194.27,10,10,10,10,10,0.030524,0.8641,0.9537
117188.00,125000.00,116731.64,9,9,9,9,9,0.014591,0.8547,0.9206
117188.00,125000.00,120082.86,9,9,9,9,9,0.015010,0.8445,0.8938
117188.00,125000.00,120423.32,9,9,9,9,9,0.015053,0.7144,0.8241
539062.00,500000.00,540098.43,12,12,12,12,12,0.067512,0.9554,0.9941
242188.00,250000.00,244342.09,10,10,10,10,10,0.030543,0.9549,0.9896
539062.00,500000.00,543002.49,12,12,12,12,12,0.067875,0.9513,0.9613
242188.00,250000.00,248725.89,10,10,10,10,10,0.031091,0.9379,0.9719
117188.00,125000.00,120478.63,9,9,9,9,9,0.015060,0.9282,0.9698
179688.00,125000.00,179473.88,10,9,10,9,10,0.022434,0.9278,0.9744
179688.00,125000.00,178336.14,10,9,10,9,10,0.022292,0.8595,0.9730
117188.00,125000.00,118239.88,9,9,9,9,9,0.014780,0.7331,0.7256
539062.00,500000.00,533758.10,12,12,12,12,12,0.066720,0.9646,0.9845
539062.00,500000.00,539129.26,12,12,12,12,12,0.067391,0.9594,0.9939
539062.00,500000.00,536392.21,12,12,12,12,12,0.067049,0.9496,0.9858
117188.00,125000.00,116449.36,9,9,9,9,9,0.014556,0.9289,0.9880
242188.00,250000.00,247669.22,10,10,10,10,10,0.030959,0.9224,0.9707
539062.00,500000.00,532417.30,12,12,12,12,12,0.066552,0.9164,0.9676
179688.00,125000.00,181780.82,10,9,10,9,10,0.022723,0.9028,0.9519
242188.00,250000.00,289228.44,10,10,10,10,10,0.036154,0.8939,0.7746
242188.00,250000.00,225719.45,10,10,10,10,10,0.028215,0.8676,0.8953
179688.00,125000.00,182100.30,10,9,10,9,10,0.022763,0.8672,0.9806
742188.00,500000.00,735545.64,12,11,12,11,12,0.091943,0.9510,0.9758
460938.00,500000.00,489424.71,10,11,11,11,11,0.061178,0.9278,0.9073
695312.00,500000.00,696035.39,11,11,12,11,12,0.087004,0.9236,0.9166
695312.00,500000.00,657007.22,11,11,12,11,12,0.082126,0.8765,0.9413
695312.00,500000.00,567031.15,11,11,11,11,11,0.070879,0.8570,0.7914
460938.00,500000.00,458053.23,10,11,11,11,11,0.057257,0.8504,0.9715
460938.00,500000.00,450477.12,10,11,11,11,11,0.056310,0.9526,0.9717
460938.00,500000.00,460783.00,10,11,11,11,11,0.057598,0.9465,0.9617
742188.00,500000.00,748912.81,12,11,12,11,12,0.093614,0.8897,0.9574
742188.00,500000.00,714955.33,12,11,12,11,12,0.089369,0.8648,0.9553
242188.00,250000.00,244271.28,9,10,10,10,10,0.030534,0.8568,0.9537
242188.00,250000.00,245916.37,9,10,10,10,10,0.030740,0.8131,0.9541
460938.00,500000.00,527027.61,10,11,11,11,11,0.065878,0.7373,0.8594
460938.00,500000.00,458497.05,10,11,11,11,11,0.057312,0.9199,0.9772
742188.00,500000.00,738050.70,12,11,12,11,12,0.092256,0.9183,0.9857
742188.00,500000.00,747172.83,12,11,12,11,12,0.093397,0.9015,0.9368
695312.00,500000.00,683125.50,11,11,12,11,12,0.085391,0.8377,0.9408
742188.00,500000.00,745614.53,12,11,12,11,12,0.093202,0.8358,0.8668
695312.00,500000.00,682924.27,11,11,12,11,12,0.085366,0.8256,0.7637
742188.00,500000.00,741580.25,12,11,12,11,12,0.092698,0.9555,0.9984
742188.00,500000.00,737292.29,12,11,12,11,12,0.092162,0.9522,0.9795
460938.00,500000.00,468687.06,10,11,11,11,11,0.058586,0.9250,0.9581
742188.00,500000.00,683988.57,12,11,12,11,12,0.085499,0.9082,0.9140
242188.00,250000.00,259166.72,9,10,10,10,10,0.032396,0.9047,0.9327
242188.00,250000.00,245046.62,9,10,10,10,10,0.030631,0.9002,0.9848
695312.00,500000.00,543456.55,11,11,11,11,11,0.067932,0.8878,0.7632
242188.00,250000.00,243951.80,9,10,10,10,10,0.030494,0.8849,0.9693
460938.00,500000.00,486913.68,10,11,11,11,11,0.060864,0.8066,0.9059
742188.00,500000.00,671131.13,12,11,12,11,12,0.083891,0.7582,0.8610
414062.00,500000.00,427321.08,12,12,12,12,12,0.053415,0.9438,0.9665
226562.00,250000.00,225604.53,11,11,11,11,11,0.028201,0.9297,0.9769
226562.00,250000.00,233898.64,11,11,11,11,11,0.029237,0.9160,0.9603
414062.00,500000.00,418325.42,12,12,12,11,11,0.052291,0.9075,0.9803
101562.00,125000.00,110160.59,11,12,12,12,12,0.013770,0.9042,0.9159
742188.00,500000.00,535751.34,11,11,11,11,11,0.066969,0.8269,0.6962
226562.00,250000.00,228925.70,11,11,11,11,11,0.028616,0.9560,0.9874
226562.00,250000.00,229465.48,11,11,11,11,11,0.028683,0.9457,0.9685
226562.00,250000.00,226471.90,11,11,11,11,11,0.028309,0.9417,0.9540
226562.00,250000.00,232615.47,11,11,11,11,11,0.029077,0.9304,0.9670
742188.00,500000.00,704877.38,11,11,12,11,12,0.088110,0.9230,0.9394
101562.00,125000.00,106543.54,11,12,12,12,12,0.013318,0.9215,0.9323
414062.00,500000.00,418998.72,12,12,12,11,11,0.052375,0.8748,0.9574
101562.00,125000.00,112326.62,11,12,12,12,12,0.014041,0.8244,0.8920
414062.00,500000.00,417609.93,12,12,12,11,11,0.052201,0.8232,0.9825
414062.00,250000.00,406461.24,12,11,12,11,12,0.050808,0.7669,0.9648
414062.00,500000.00,418466.57,12,12,12,11,11,0.052308,0.7302,0.9832
226562.00,250000.00,228006.36,11,11,11,11,11,0.028501,0.7019,0.7378
226562.00,250000.00,229444.50,11,11,11,11,11,0.028681,0.9253,0.9833
742188.00,500000.00,587823.87,11,11,11,11,11,0.073478,0.8932,0.7880
742188.00,500000.00,525494.58,11,11,11,11,11,0.065687,0.8897,0.6715
101562.00,125000.00,107402.80,11,12,12,12,12,0.013425,0.8678,0.9430
101562.00,125000.00,117920.40,11,12,12,12,12,0.014740,0.8465,0.8600
101562.00,125000.00,115720.75,11,12,12,12,12,0.014465,0.7643,0.8752
226562.00,250000.00,228609.58,11,11,11,11,11,0.028576,0.9583,0.9827
226562.00,250000.00,228401.18,11,11,11,11,11,0.028550,0.9333,0.9811
101562.00,125000.00,110520.60,11,12,12,12,12,0.013815,0.9196,0.8735
742188.00,500000.00,554646.49,11,11,11,11,11,0.069331,0.9108,0.7385
742188.00,500000.00,504405.50,11,11,11,11,11,0.063051,0.9050,0.6605
414062.00,500000.00,411388.40,12,12,12,11,11,0.051424,0.9049,0.9818
742188.00,500000.00,590976.72,11,11,11,11,11,0.073872,0.8931,0.7861
742188.00,500000.00,513649.94,11,11,11,11,11,0.064206,0.8860,0.6873
414062.00,500000.00,412616.73,12,12,12,11,11,0.051577,0.8151,0.9693
414062.00,500000.00,415134.91,12,12,12,11,11,0.051892,0.7805,0.9859
242188.00,250000.00,242141.69,11,11,11,11,11,0.030268,0.9578,0.9807
132812.00,125000.00,130998.61,12,12,12,12,12,0.016375,0.9506,0.9565
132812.00,125000.00,131506.56,12,12,12,12,12,0.016438,0.9270,0.9724
429688.00,500000.00,433194.16,11,12,12,12,12,0.054149,0.8980,0.9867
429688.00,500000.00,433435.32,11,11,11,11,11,0.054179,0.7974,0.9522
242188.00,250000.00,242350.58,11,11,11,11,11,0.030294,0.9627,0.9577
242188.00,250000.00,240997.31,11,11,11,11,11,0.030125,0.9608,0.9847
289062.00,250000.00,287664.41,10,10,10,10,10,0.035958,0.9569,0.9668
242188.00,250000.00,245685.58,11,11,11,11,11,0.030711,0.9442,0.9818
242188.00,250000.00,244298.46,11,11,11,11,11,0.030537,0.9412,0.9705
132812.00,125000.00,130336.28,12,12,12,12,12,0.016292,0.8934,0.9641
289062.00,250000.00,289463.04,10,10,10,10,10,0.036183,0.9696,0.9914
289062.00,250000.00,286715.98,10,10,10,10,10,0.035839,0.9530,0.9828
289062.00,250000.00,288175.58,10,10,10,10,10,0.036022,0.9518,0.9877
289062.00,250000.00,288047.79,10,10,10,10,10,0.036006,0.9496,0.9727
242188.00,250000.00,246633.05,11,11,11,11,11,0.030829,0.9487,0.9790
242188.00,250000.00,241120.34,11,11,11,11,11,0.030140,0.9486,0.9692
289062.00,250000.00,287070.27,10,10,10,10,10,0.035884,0.9483,0.9707
242188.00,250000.00,242536.54,11,11,11,11,11,0.030317,0.9437,0.9677
242188.00,250000.00,242661.00,11,11,11,11,11,0.030333,0.9240,0.9730
132812.00,125000.00,133118.63,12,12,12,12,12,0.016640,0.9163,0.9339
289062.00,250000.00,288118.36,10,10,10,10,10,0.036015,0.8891,0.9955
429688.00,500000.00,425172.81,11,11,11,11,11,0.053147,0.8760,0.9326
132812.00,125000.00,137699.13,12,12,12,12,12,0.017212,0.8113,0.9099
242188.00,250000.00,241811.75,11,11,11,11,11,0.030226,0.9687,0.9821
289062.00,250000.00,287614.82,10,10,10,10,10,0.035952,0.9542,0.9698
289062.00,250000.00,292417.53,10,10,10,10,10,0.036552,0.9534,0.9772
289062.00,250000.00,284730.43,10,10,10,10,10,0.035591,0.9510,0.9813
242188.00,250000.00,237414.63,11,11,11,11,11,0.029677,0.9481,0.9772
289062.00,250000.00,290550.23,10,10,10,10,10,0.036319,0.9469,0.9819
132812.00,125000.00,132236.48,12,12,12,12,12,0.016530,0.9450,0.9822
132812.00,125000.00,127515.79,12,12,12,12,12,0.015939,0.8743,0.9572
132812.00,125000.00,123836.99,12,12,12,12,12,0.015480,0.8661,0.9289
429688.00,500000.00,429497.72,11,11,11,11,11,0.053687,0.7951,0.9945
429688.00,500000.00,426101.68,11,11,11,11,11,0.053263,0.7727,0.9898
132812.00,125000.00,133241.18,12,12,12,12,12,0.016655,0.7096,0.7068
757812.00,500000.00,742910.39,12,11,12,11,12,0.092864,0.9610,0.9779
492188.00,500000.00,531782.15,10,11,11,11,11,0.066473,0.8964,0.9194
773438.00,500000.00,667674.06,12,11,12,11,12,0.083459,0.8930,0.8444
757812.00,500000.00,734508.04,12,11,12,11,12,0.091814,0.8805,0.9303
773438.00,500000.00,640052.80,12,11,12,11,12,0.080007,0.8744,0.8060
773438.00,500000.00,730712.89,12,11,12,11,12,0.091339,0.8673,0.9306
757812.00,500000.00,646203.04,12,11,12,11,12,0.080775,0.8206,0.8031
492188.00,500000.00,549264.91,10,11,11,11,11,0.068658,0.7537,0.7468
757812.00,500000.00,746696.47,12,11,12,11,12,0.093337,0.9223,0.9672
492188.00,500000.00,507579.80,10,11,11,11,11,0.063447,0.9113,0.9601
773438.00,500000.00,574878.69,11,11,11,11,11,0.071860,0.9102,0.7320
757812.00,500000.00,673356.53,12,11,12,11,12,0.084170,0.8921,0.8728
773438.00,500000.00,732597.35,12,11,12,11,12,0.091575,0.8852,0.9412
492188.00,500000.00,486732.48,10,11,11,11,11,0.060842,0.8586,0.9561
492188.00,500000.00,507934.57,10,11,11,11,11,0.063492,0.8226,0.9422
773438.00,500000.00,739599.23,11,11,12,11,12,0.092450,0.7900,0.9315
757812.00,500000.00,737899.78,12,11,12,11,12,0.092237,0.9618,0.9622
773438.00,500000.00,753867.63,12,11,12,11,12,0.094233,0.9488,0.9672
757812.00,500000.00,746398.93,12,11,12,11,12,0.093300,0.9314,0.9564
773438.00,500000.00,756519.32,12,11,12,11,12,0.094565,0.9212,0.9678
757812.00,500000.00,725668.91,12,11,12,11,12,0.090709,0.9203,0.9288
773438.00,500000.00,651486.40,12,11,12,11,12,0.081436,0.8091,0.8086
773438.00,500000.00,765774.25,12,11,12,11,12,0.095722,0.9572,0.9720
757812.00,500000.00,744599.34,12,11,12,11,12,0.093075,0.9571,0.9789
492188.00,500000.00,499951.36,10,11,11,11,11,0.062494,0.9403,0.9799
773438.00,500000.00,745935.44,12,11,12,11,12,0.093242,0.9312,0.9565
773438.00,500000.00,564705.85,12,11,11,11,11,0.070588,0.8762,0.7187
757812.00,500000.00,747841.36,12,11,12,11,12,0.093480,0.7754,0.9295
492188.00,500000.00,555866.24,10,11,11,11,11,0.069483,0.7036,0.5561
523438.00,500000.00,517610.55,11,11,11,11,11,0.064701,0.9600,0.9817
507812.00,500000.00,504526.14,12,12,12,12,12,0.063066,0.9537,0.9590
226562.00,250000.00,230459.21,12,12,12,12,12,0.028807,0.9532,0.9641
507812.00,500000.00,505868.91,12,12,12,12,12,0.063234,0.9511,0.9939
523438.00,500000.00,514960.29,11,11,11,11,11,0.064370,0.9326,0.9787
507812.00,500000.00,503770.83,12,12,12,12,12,0.062971,0.9255,0.9648
398438.00,250000.00,376030.92,12,11,12,11,12,0.047004,0.9153,0.9297
398438.00,250000.00,399901.27,12,11,12,11,12,0.049988,0.9023,0.9850
226562.00,250000.00,234841.35,12,12,12,12,12,0.029355,0.8940,0.9546
398438.00,250000.00,395880.70,12,11,12,11,12,0.049485,0.8000,0.9906
507812.00,500000.00,504538.54,12,12,12,12,12,0.063067,0.9726,0.9751
523438.00,500000.00,520160.68,11,11,11,11,11,0.065020,0.9598,0.9909
507812.00,500000.00,506520.27,12,12,12,12,12,0.063315,0.9535,0.9902
226562.00,250000.00,232070.92,12,12,12,12,12,0.029009,0.9467,0.9669
523438.00,500000.00,519096.85,11,11,11,11,11,0.064887,0.9464,0.9812
226562.00,250000.00,234873.29,12,12,12,12,12,0.029359,0.9430,0.9580
507812.00,500000.00,513064.86,12,12,12,12,12,0.064133,0.9375,0.9795
523438.00,500000.00,505133.15,11,11,11,11,11,0.063142,0.8947,0.9637
523438.00,500000.00,532080.89,11,11,11,11,11,0.066510,0.8820,0.9569
507812.00,500000.00,508036.61,12,12,12,12,12,0.063505,0.9599,0.9860
507812.00,500000.00,496624.95,12,12,12,12,12,0.062078,0.9505,0.9698
523438.00,500000.00,522384.64,11,11,11,11,11,0.065298,0.9451,0.9890
523438.00,500000.00,520654.20,11,11,11,11,11,0.065082,0.9406,0.9849
523438.00,500000.00,529379.84,11,11,11,11,11,0.066172,0.9387,0.9732
523438.00,500000.00,520888.33,11,11,11,11,11,0.065111,0.9367,0.9922
226562.00,250000.00,234878.54,12,12,12,12,12,0.029360,0.9210,0.9632
226562.00,250000.00,234107.97,12,12,12,12,12,0.029263,0.9178,0.9633
226562.00,250000.00,268594.74,12,12,12,12,12,0.033574,0.9035,0.8355
226562.00,250000.00,228548.05,12,12,12,12,12,0.028569,0.8934,0.9337
507812.00,500000.00,510317.68,12,12,12,12,12,0.063790,0.8912,0.9790
226562.00,250000.00,240596.77,12,12,12,12,12,0.030075,0.8269,0.8655
398438.00,250000.00,416012.76,12,11,12,11,12,0.052002,0.7161,0.8756
523438.00,500000.00,515417.10,11,11,11,11,11,0.064427,0.9473,0.9803
398438.00,250000.00,391714.10,12,11,12,11,12,0.048964,0.9159,0.9745
226562.00,250000.00,245698.93,12,12,12,12,12,0.030712,0.9005,0.9218
398438.00,250000.00,388307.27,12,11,12,11,12,0.048538,0.8878,0.9743
507812.00,500000.00,512587.31,12,12,12,12,12,0.064073,0.8855,0.9691
398438.00,250000.00,389953.61,12,11,12,11,12,0.048744,0.8582,0.9590
398438.00,250000.00,391132.83,12,11,12,11,12,0.048892,0.8225,0.9614
226562.00,250000.00,291483.88,12,12,12,12,12,0.036435,0.7118,0.7741
492188.00,500000.00,493056.30,12,12,12,12,12,0.061632,0.9506,0.9755
226562.00,250000.00,229164.12,12,12,12,12,12,0.028646,0.9495,0.9868
226562.00,250000.00,227244.38,12,12,12,12,12,0.028406,0.9466,0.9909
492188.00,500000.00,484132.29,12,12,12,12,12,0.060517,0.9453,0.9487
351562.00,250000.00,349260.33,12,11,12,11,12,0.043658,0.9425,0.9581
351562.00,250000.00,352275.13,12,11,12,11,12,0.044034,0.9375,0.9715
226562.00,250000.00,233659.74,12,12,12,12,12,0.029207,0.9215,0.9686
117188.00,125000.00,117351.53,9,9,9,9,9,0.014669,0.9198,0.9364
117188.00,125000.00,120996.48,9,9,9,9,9,0.015125,0.9059,0.9520
351562.00,250000.00,356500.63,12,11,12,11,12,0.044563,0.8796,0.9416
351562.00,250000.00,339077.59,12,11,12,11,12,0.042385,0.8687,0.9487
492188.00,500000.00,497400.28,12,12,12,12,12,0.062175,0.9669,0.9874
492188.00,500000.00,495164.45,12,12,12,12,12,0.061896,0.9661,0.9763
492188.00,500000.00,489604.95,12,12,12,12,12,0.061201,0.9562,0.9921
492188.00,500000.00,495899.20,12,12,12,12,12,0.061987,0.9538,0.9775
351562.00,250000.00,347810.75,12,11,12,11,12,0.043476,0.9506,0.9857
226562.00,250000.00,228067.40,12,12,12,12,12,0.028508,0.9295,0.8969
492188.00,500000.00,488547.33,12,12,12,12,12,0.061068,0.9189,0.9589
226562.00,250000.00,229915.62,12,12,12,12,12,0.028739,0.9608,0.9761
351562.00,250000.00,352701.19,12,11,12,11,12,0.044088,0.9205,0.9521
492188.00,500000.00,501941.68,12,12,12,12,12,0.062743,0.9188,0.9649
117188.00,125000.00,118944.17,9,9,9,9,9,0.014868,0.9165,0.9302
117188.00,125000.00,120611.19,9,9,9,9,9,0.015076,0.8818,0.9644
117188.00,125000.00,118506.43,9,9,9,9,9,0.014813,0.8142,0.7525
492188.00,500000.00,485235.21,12,12,12,12,12,0.060654,0.9639,0.9801
351562.00,250000.00,351148.84,12,11,12,11,12,0.043894,0.9544,0.9766
351562.00,250000.00,353691.82,12,11,12,11,12,0.044211,0.9534,0.9734
351562.00,250000.00,347978.59,12,11,12,11,12,0.043497,0.9521,0.9874
492188.00,500000.00,492040.16,12,12,12,12,12,0.061505,0.9429,0.9728
226562.00,250000.00,234791.76,12,12,12,12,12,0.029349,0.9388,0.9617
226562.00,250000.00,231946.95,12,12,12,12,12,0.028993,0.9355,0.9655
226562.00,250000.00,223494.29,12,12,12,12,12,0.027937,0.9271,0.9711
117188.00,125000.00,120924.23,9,9,9,9,9,0.015116,0.9257,0.9339
492188.00,500000.00,494859.70,12,12,12,12,12,0.061857,0.9238,0.9850
226562.00,250000.00,218712.81,12,12,12,12,12,0.027339,0.9159,0.9572
226562.00,250000.00,231914.52,12,12,12,12,12,0.028989,0.9155,0.9737
117188.00,125000.00,118133.54,9,9,9,9,9,0.014767,0.9149,0.9517
117188.00,125000.00,120930.67,9,9,9,9,9,0.015116,0.9138,0.9651
117188.00,125000.00,126379.97,9,9,9,9,9,0.015797,0.8457,0.8896
351562.00,250000.00,336412.91,12,11,12,11,12,0.042052,0.8121,0.9558
226562.00,250000.00,225649.83,12,12,12,12,12,0.028206,0.7389,0.8726
570312.00,500000.00,570350.65,12,12,12,12,12,0.071294,0.9689,0.9884
445312.00,500000.00,451102.73,12,12,12,12,12,0.056388,0.9667,0.9854
445312.00,500000.00,453325.03,11,11,11,11,11,0.056666,0.9652,0.9820
695312.00,500000.00,687686.92,12,11,12,11,12,0.085961,0.9459,0.9738
445312.00,500000.00,448633.19,12,12,12,12,12,0.056079,0.9413,0.9863
695312.00,500000.00,688545.23,12,11,12,11,12,0.086068,0.9244,0.8748
445312.00,500000.00,454144.48,12,12,12,12,12,0.056768,0.9076,0.9766
445312.00,500000.00,450334.07,12,12,12,12,12,0.056292,0.9071,0.9729
695312.00,500000.00,699504.85,12,11,12,11,12,0.087438,0.9685,0.9593
570312.00,500000.00,571445.23,12,12,12,12,12,0.071431,0.9655,0.9979
570312.00,500000.00,562610.63,12,12,12,12,12,0.070326,0.9595,0.9812
570312.00,500000.00,581128.60,12,12,12,12,12,0.072641,0.9557,0.9688
445312.00,500000.00,449863.43,11,11,11,11,11,0.056233,0.9525,0.9699
445312.00,500000.00,452831.27,12,12,12,12,12,0.056604,0.9490,0.9820
695312.00,500000.00,702576.16,12,11,12,11,12,0.087822,0.9337,0.9766
445312.00,500000.00,449398.04,12,12,12,12,12,0.056175,0.9181,0.9870
445312.00,500000.00,449806.21,11,11,11,11,11,0.056226,0.9157,0.9878
445312.00,500000.00,451687.81,11,11,11,11,11,0.056461,0.9156,0.9774
445312.00,500000.00,491760.73,11,11,11,11,11,0.061470,0.9152,0.8891
445312.00,500000.00,445040.70,12,12,12,12,12,0.055630,0.7666,0.9618
570312.00,500000.00,563633.44,12,12,12,12,12,0.070454,0.9655,0.9780
695312.00,500000.00,703735.35,12,11,12,11,12,0.087967,0.9619,0.9714
570312.00,500000.00,560529.71,12,12,12,12,12,0.070066,0.9607,0.9784
695312.00,500000.00,703646.06,12,11,12,11,12,0.087956,0.9449,0.9843
445312.00,500000.00,442195.89,11,11,11,11,11,0.055274,0.9280,0.9905
570312.00,500000.00,585380.08,12,12,12,12,12,0.073173,0.9437,0.9525
570312.00,500000.00,573041.92,12,12,12,12,12,0.071630,0.9397,0.9619
570312.00,500000.00,575698.85,12,12,12,12,12,0.071962,0.9349,0.9711
445312.00,500000.00,452887.54,12,12,12,12,12,0.056611,0.9335,0.9704
695312.00,500000.00,696706.77,12,11,12,11,12,0.087088,0.9306,0.9502
445312.00,500000.00,438368.32,12,12,12,12,12,0.054796,0.9286,0.9432
445312.00,500000.00,443348.88,11,11,11,11,11,0.055419,0.9254,0.9854
445312.00,500000.00,455576.90,11,11,11,11,11,0.056947,0.9247,0.9302
445312.00,500000.00,455314.64,11,11,11,11,11,0.056914,0.9194,0.9720
445312.00,500000.00,437073.71,12,12,12,12,12,0.054634,0.9072,0.9793
445312.00,500000.00,451564.79,11,11,11,11,11,0.056446,0.8955,0.9772
570312.00,500000.00,555839.90,12,12,12,12,12,0.069480,0.8889,0.9280
695312.00,500000.00,706691.74,12,11,12,11,12,0.088336,0.8818,0.9632
445312.00,500000.00,454993.25,12,12,12,12,12,0.056874,0.8605,0.9725
695312.00,500000.00,682231.90,12,11,12,11,12,0.085279,0.8597,0.9570
570312.00,500000.00,578907.97,12,11,11,11,11,0.072363,0.7644,0.9321
289062.00,250000.00,293197.63,11,11,11,11,11,0.036650,0.9422,0.9622
601562.00,500000.00,601449.97,12,12,13,12,13,0.075181,0.9381,0.9943
132812.00,125000.00,136568.07,9,9,9,9,9,0.017071,0.9266,0.9573
289062.00,250000.00,288233.76,11,11,11,11,11,0.036029,0.9246,0.9691
601562.00,500000.00,609482.77,12,12,13,12,13,0.076185,0.9051,0.9856
132812.00,125000.00,132419.59,9,9,9,9,9,0.016552,0.8985,0.9514
132812.00,125000.00,132977.49,9,9,9,9,9,0.016622,0.8745,0.8706
132812.00,125000.00,131710.05,9,9,9,9,9,0.016464,0.8030,0.8344
289062.00,250000.00,289223.73,11,11,11,11,11,0.036153,0.9395,0.9877
601562.00,500000.00,607103.35,12,12,13,12,13,0.075888,0.9342,0.9673
132812.00,125000.00,132669.93,9,9,9,9,9,0.016584,0.9267,0.9658
289062.00,250000.00,293446.54,11,11,11,11,11,0.036681,0.9111,0.9485
289062.00,250000.00,283567.43,11,11,11,11,11,0.035446,0.9072,0.9795
601562.00,500000.00,575741.53,12,12,12,12,12,0.071968,0.9007,0.9558
289062.00,250000.00,290346.15,11,11,11,11,11,0.036293,0.8961,0.9594
460938.00,500000.00,458684.33,11,11,11,11,11,0.057336,0.8722,0.9697
289062.00,250000.00,291509.15,11,11,11,11,11,0.036439,0.8568,0.8254
460938.00,500000.00,475538.25,11,11,11,11,11,0.059442,0.9491,0.9646
601562.00,500000.00,606808.66,12,12,13,12,13,0.075851,0.9459,0.9794
460938.00,500000.00,467439.89,11,11,11,11,11,0.058430,0.9409,0.9783
289062.00,250000.00,284166.34,11,11,11,11,11,0.035521,0.9362,0.9691
601562.00,500000.00,601408.00,12,12,13,12,13,0.075176,0.9296,0.9825
460938.00,500000.00,470551.49,11,11,11,11,11,0.058819,0.9224,0.9666
460938.00,500000.00,475042.82,11,11,11,11,11,0.059380,0.9168,0.9335
132812.00,125000.00,128643.04,9,9,9,9,9,0.016080,0.9164,0.9506
601562.00,500000.00,589711.19,12,12,12,12,12,0.073714,0.8444,0.9665
460938.00,500000.00,458226.92,11,11,11,11,11,0.057278,0.7918,0.9642
460938.00,500000.00,462008.48,11,11,11,11,11,0.057751,0.9534,0.9925
601562.00,500000.00,596782.68,12,12,13,12,13,0.074598,0.9465,0.9684
132812.00,125000.00,133852.01,9,9,9,9,9,0.016732,0.9437,0.9911
601562.00,500000.00,598134.04,12,12,13,12,13,0.074767,0.9422,0.9839
460938.00,500000.00,474079.13,11,11,11,11,11,0.059260,0.9329,0.9690
132812.00,125000.00,132180.21,9,9,9,9,9,0.016523,0.9250,0.9701
132812.00,125000.00,129060.75,9,9,9,9,9,0.016133,0.9162,0.9555
289062.00,250000.00,276815.41,11,11,11,11,11,0.034602,0.9130,0.9293
460938.00,500000.00,480694.77,11,11,11,11,11,0.060087,0.9084,0.9471
289062.00,250000.00,281836.51,11,11,11,11,11,0.035230,0.9079,0.9650
601562.00,500000.00,598058.70,12,12,13,12,13,0.074757,0.8994,0.9926
132812.00,125000.00,131040.57,9,9,9,9,9,0.016380,0.8969,0.9811
289062.00,250000.00,296039.46,11,11,11,11,11,0.037005,0.8872,0.9079
460938.00,500000.00,492959.53,11,11,11,11,11,0.061620,0.7834,0.8579
601562.00,500000.00,598422.05,12,12,13,12,13,0.074803,0.9691,0.9908
601562.00,500000.00,600992.68,12,12,13,12,13,0.075124,0.9637,0.9873
601562.00,500000.00,598541.26,12,12,13,12,13,0.074818,0.9624,0.9732
