GT BW,Class BW,Measured BW,GT SF,Class SF,Measured SF (upscaled),Measured SF (downscaled),Measured SF,Height,Confidence,IoU
164062.00,125000.00,157692.91,10,9,10,9,10,0.019712,0.7505,0.9602
320312.00,375000.00,320810.32,12,12,12,12,12,0.040101,0.9523,0.9961
320312.00,375000.00,325010.84,12,12,12,12,12,0.040626,0.9139,0.9817
320312.00,375000.00,321166.99,12,12,12,12,12,0.040146,0.8878,0.9841
304688.00,375000.00,312484.74,11,12,12,11,11,0.039061,0.7046,0.9694
320312.00,375000.00,321862.22,12,12,12,12,12,0.040233,0.8883,0.9828
320312.00,375000.00,319664.00,12,12,12,12,12,0.039958,0.8783,0.9904
179688.00,187500.00,183807.37,9,9,9,9,9,0.022976,0.9457,0.9686
585938.00,500000.00,556909.56,12,12,12,12,12,0.069614,0.9100,0.9471
273438.00,250000.00,256950.14,11,11,11,11,11,0.032119,0.8514,0.8797
585938.00,500000.00,599945.07,12,12,13,12,13,0.074993,0.8435,0.9669
273438.00,250000.00,279792.79,11,11,11,11,11,0.034974,0.8365,0.9588
320312.00,375000.00,317829.13,11,12,12,12,12,0.039729,0.8271,0.9532
179688.00,187500.00,182806.97,9,9,9,9,9,0.022851,0.8266,0.8578
273438.00,250000.00,268033.98,11,11,11,11,11,0.033504,0.8222,0.9738
273438.00,250000.00,275155.54,11,11,11,11,11,0.034394,0.8019,0.9557
273438.00,375000.00,296800.61,11,12,12,11,11,0.037100,0.7826,0.8885
273438.00,250000.00,276820.18,11,11,11,11,11,0.034603,0.9517,0.9749
273438.00,250000.00,277037.62,11,11,11,11,11,0.034630,0.9393,0.9805
179688.00,187500.00,179328.92,9,9,9,9,9,0.022416,0.9273,0.9915
273438.00,250000.00,272617.34,11,11,11,11,11,0.034077,0.9149,0.9937
179688.00,187500.00,178143.50,9,9,9,9,9,0.022268,0.9121,0.9709
273438.00,250000.00,269525.53,11,11,11,11,11,0.033691,0.9007,0.9637
585938.00,500000.00,586208.34,12,12,12,12,12,0.073276,0.7347,0.9934
320312.00,375000.00,321729.18,11,11,11,11,11,0.040216,0.9654,0.9942
179688.00,187500.00,176426.89,9,9,9,9,9,0.022053,0.9089,0.9758
585938.00,500000.00,564613.34,12,12,12,12,12,0.070577,0.8823,0.9541
585938.00,500000.00,560327.53,12,12,12,12,12,0.070041,0.8811,0.9499
179688.00,187500.00,186473.85,9,9,9,9,9,0.023309,0.8776,0.9388
585938.00,500000.00,589040.28,12,12,12,12,12,0.073630,0.8553,0.9829
585938.00,500000.00,576780.56,12,12,12,12,12,0.072098,0.8204,0.9474
585938.00,500000.00,554965.97,12,12,12,12,12,0.069371,0.9190,0.9451
179688.00,187500.00,178503.04,9,9,9,9,9,0.022313,0.9169,0.9752
273438.00,250000.00,263545.99,11,11,11,11,11,0.032943,0.9103,0.9546
585938.00,500000.00,586064.34,12,12,12,12,12,0.073258,0.8858,0.9929
585938.00,500000.00,582188.61,12,12,12,12,12,0.072774,0.7639,0.9201
320312.00,375000.00,322875.50,11,11,11,11,11,0.040359,0.7348,0.9857
226562.00,250000.00,229074.48,11,11,11,11,11,0.028634,0.9828,0.9752
257812.00,250000.00,243699.07,11,11,11,11,11,0.030462,0.9699,0.9303
257812.00,250000.00,255337.72,11,11,11,11,11,0.031917,0.9695,0.9688
257812.00,250000.00,250472.07,11,11,11,11,11,0.031309,0.9650,0.9545
257812.00,250000.00,248765.95,11,11,11,11,11,0.031096,0.9526,0.9638
226562.00,250000.00,228497.51,11,11,11,11,11,0.028562,0.9311,0.9689
257812.00,250000.00,268261.43,11,11,11,11,11,0.033533,0.9310,0.9454
226562.00,250000.00,232362.75,11,11,11,11,11,0.029045,0.7341,0.9675
257812.00,250000.00,253359.32,11,11,11,11,11,0.031670,0.9629,0.9797
226562.00,250000.00,240288.85,11,11,11,11,11,0.030036,0.9535,0.9418
257812.00,250000.00,259433.75,11,11,11,11,11,0.032429,0.9460,0.9775
257812.00,250000.00,257806.78,11,11,11,11,11,0.032226,0.9423,0.9679
226562.00,250000.00,215198.52,11,11,11,11,11,0.026900,0.9003,0.9467
226562.00,250000.00,226663.59,11,11,11,11,11,0.028333,0.9761,0.9640
226562.00,250000.00,225501.06,11,11,11,11,11,0.028188,0.9649,0.9800
226562.00,250000.00,231476.78,11,11,11,11,11,0.028935,0.8124,0.9508
257812.00,250000.00,256420.14,11,11,11,11,11,0.032053,0.9296,0.9876
226562.00,250000.00,223845.60,11,11,11,11,11,0.027981,0.9150,0.9658
382812.00,375000.00,377940.18,12,12,12,12,12,0.047243,0.9652,0.9855
757812.00,725000.00,698168.75,11,11,11,11,11,0.087271,0.9596,0.9192
507812.00,500000.00,509082.79,11,11,11,11,11,0.063635,0.9409,0.9775
757812.00,725000.00,744109.63,11,11,11,11,11,0.093014,0.9003,0.9754
507812.00,500000.00,516044.62,11,11,11,11,11,0.064506,0.8870,0.9555
101562.00,125000.00,107138.63,9,9,9,9,9,0.013392,0.7948,0.9393
507812.00,500000.00,511046.41,11,11,11,11,11,0.063881,0.9815,0.9834
382812.00,375000.00,376851.08,12,12,12,12,12,0.047106,0.9777,0.9792
382812.00,375000.00,383679.87,12,12,12,12,12,0.047960,0.9750,0.9642
382812.00,375000.00,385593.89,12,12,12,12,12,0.048199,0.9718,0.9830
382812.00,375000.00,385710.95,12,12,12,12,12,0.048214,0.9682,0.9678
757812.00,725000.00,746829.99,11,11,11,11,11,0.093354,0.9623,0.9776
382812.00,375000.00,385186.67,12,12,12,12,12,0.048148,0.9578,0.9844
507812.00,500000.00,512101.17,11,11,11,11,11,0.064013,0.9275,0.9916
757812.00,725000.00,758363.25,11,11,11,11,11,0.094795,0.9075,0.9954
757812.00,725000.00,725247.86,11,11,11,11,11,0.090656,0.8846,0.5951
507812.00,500000.00,493669.03,11,11,11,11,11,0.061709,0.8342,0.9555
507812.00,500000.00,507784.84,11,11,11,11,11,0.063473,0.9795,0.9765
507812.00,500000.00,505979.54,11,11,11,11,11,0.063247,0.9770,0.9785
382812.00,375000.00,382392.64,12,12,12,12,12,0.047799,0.9695,0.9873
382812.00,375000.00,384692.19,12,12,12,12,12,0.048087,0.9608,0.9932
382812.00,375000.00,386812.21,12,12,12,12,12,0.048352,0.9599,0.9844
757812.00,725000.00,748147.96,11,11,11,11,11,0.093518,0.9571,0.9755
757812.00,725000.00,754631.04,11,11,11,11,11,0.094329,0.9552,0.9815
757812.00,725000.00,734880.45,11,11,11,11,11,0.091860,0.7150,0.9325
507812.00,500000.00,496672.63,11,11,11,11,11,0.062084,0.9777,0.9750
507812.00,500000.00,510346.41,11,11,11,11,11,0.063793,0.9663,0.9901
382812.00,375000.00,380744.93,12,12,12,12,12,0.047593,0.9487,0.9859
507812.00,500000.00,517820.84,11,11,11,11,11,0.064728,0.9289,0.9701
757812.00,725000.00,620496.75,11,11,11,11,11,0.077562,0.8739,0.8013
179688.00,187500.00,182135.82,10,10,10,10,10,0.022767,0.9744,0.9781
351562.00,375000.00,349293.71,11,11,11,11,11,0.043662,0.9609,0.9590
351562.00,375000.00,356777.19,11,11,11,11,11,0.044597,0.8904,0.9530
460938.00,375000.00,449151.99,10,10,11,10,11,0.056144,0.8049,0.9664
179688.00,187500.00,182830.81,10,10,10,10,10,0.022854,0.9616,0.9542
179688.00,187500.00,185178.04,10,10,10,10,10,0.023147,0.9104,0.9618
351562.00,375000.00,352334.02,11,11,11,11,11,0.044042,0.8753,0.9810
460938.00,375000.00,432922.36,10,10,10,10,10,0.054115,0.8684,0.9315
351562.00,375000.00,350521.09,11,11,11,11,11,0.043815,0.7857,0.9706
460938.00,500000.00,462123.87,11,11,11,11,11,0.057765,0.7617,0.9804
179688.00,187500.00,198162.08,10,10,10,10,10,0.024770,0.7187,0.8776
179688.00,187500.00,182969.81,10,10,10,10,10,0.022871,0.7108,0.6920
351562.00,375000.00,341695.79,11,11,11,11,11,0.042712,0.7097,0.9718
179688.00,187500.00,180643.08,10,10,10,10,10,0.022580,0.9511,0.9702
179688.00,187500.00,181459.43,10,10,10,10,10,0.022682,0.9500,0.9861
179688.00,187500.00,175898.55,10,10,10,10,10,0.021987,0.9380,0.9467
460938.00,500000.00,465296.75,11,11,11,11,11,0.058162,0.8926,0.9808
351562.00,375000.00,352393.15,11,11,11,11,11,0.044049,0.8070,0.9671
460938.00,500000.00,462950.71,11,11,11,11,11,0.057869,0.9587,0.9917
460938.00,500000.00,457483.29,11,11,11,11,11,0.057185,0.9585,0.9722
460938.00,500000.00,449189.19,11,11,11,11,11,0.056149,0.9455,0.9688
179688.00,187500.00,190203.67,10,10,10,10,10,0.023775,0.9308,0.8814
460938.00,500000.00,468356.13,11,11,11,11,11,0.058545,0.9294,0.9659
351562.00,375000.00,349153.76,11,11,11,11,11,0.043644,0.9057,0.9889
351562.00,375000.00,355835.80,11,11,11,11,11,0.044479,0.8717,0.9642
460938.00,375000.00,423192.50,10,10,10,10,10,0.052899,0.8383,0.9153
179688.00,187500.00,179873.70,10,10,10,10,10,0.022484,0.8358,0.7917
460938.00,375000.00,463262.56,10,10,11,10,11,0.057908,0.7791,0.9884
164062.00,187500.00,166007.04,9,9,9,9,9,0.020751,0.8781,0.9578
664062.00,725000.00,641901.97,11,11,11,11,11,0.080238,0.8640,0.9438
664062.00,725000.00,674112.32,11,11,11,11,11,0.084264,0.9724,0.9471
664062.00,725000.00,671301.36,11,11,11,11,11,0.083913,0.9439,0.8681
164062.00,187500.00,175985.63,9,9,9,9,9,0.021998,0.8390,0.9192
664062.00,725000.00,664225.58,11,11,11,11,11,0.083028,0.9500,0.9837
664062.00,725000.00,687563.90,11,11,11,11,11,0.085945,0.9447,0.9656
664062.00,725000.00,656286.24,11,11,11,11,11,0.082036,0.9378,0.9298
664062.00,725000.00,686920.17,11,11,11,11,11,0.085865,0.9442,0.9641
335938.00,375000.00,333768.84,11,11,11,11,11,0.041721,0.9360,0.9633
164062.00,187500.00,162967.68,9,9,9,9,9,0.020371,0.7769,0.9613
664062.00,725000.00,671605.59,11,11,11,11,11,0.083951,0.7760,0.9836
398438.00,375000.00,399299.68,12,12,12,12,12,0.049912,0.9778,0.9848
398438.00,375000.00,398756.50,12,12,12,12,12,0.049845,0.9768,0.9802
398438.00,375000.00,397247.31,12,12,12,12,12,0.049656,0.9722,0.9935
460938.00,500000.00,459948.54,12,12,12,12,12,0.057494,0.9712,0.9597
398438.00,375000.00,395792.01,12,12,12,12,12,0.049474,0.9636,0.9782
460938.00,500000.00,458700.18,12,12,12,12,12,0.057338,0.9612,0.9851
460938.00,500000.00,463087.08,12,12,12,12,12,0.057886,0.9293,0.9925
398438.00,375000.00,397339.82,12,12,12,12,12,0.049667,0.9180,0.9587
226562.00,250000.00,231505.39,11,11,11,11,11,0.028938,0.9148,0.9690
226562.00,250000.00,228105.55,11,11,11,11,11,0.028513,0.9112,0.9866
460938.00,500000.00,466533.66,12,12,12,12,12,0.058317,0.9442,0.9815
460938.00,500000.00,463872.91,12,12,12,12,12,0.057984,0.9085,0.9719
226562.00,250000.00,227462.53,11,11,11,11,11,0.028433,0.8430,0.8867
226562.00,250000.00,231612.21,11,11,11,11,11,0.028952,0.8136,0.8259
398438.00,375000.00,397348.88,12,12,12,12,12,0.049669,0.9785,0.9934
398438.00,375000.00,397991.18,12,12,12,12,12,0.049749,0.9743,0.9822
398438.00,375000.00,400597.57,12,12,12,12,12,0.050075,0.9647,0.9799
398438.00,375000.00,401168.82,12,12,12,12,12,0.050146,0.9570,0.9785
398438.00,375000.00,400803.57,12,12,12,12,12,0.050100,0.9474,0.9137
460938.00,500000.00,461124.42,12,12,12,12,12,0.057641,0.9387,0.9829
226562.00,250000.00,226709.37,11,11,11,11,11,0.028339,0.9283,0.9592
226562.00,250000.00,231128.69,11,11,11,11,11,0.028891,0.9171,0.9694
460938.00,500000.00,468486.79,12,12,12,12,12,0.058561,0.9128,0.9701
460938.00,500000.00,462586.40,12,12,12,12,12,0.057823,0.8709,0.9907
210938.00,187500.00,208864.21,12,12,12,12,12,0.026108,0.8277,0.9803
210938.00,187500.00,208875.66,12,12,12,12,12,0.026109,0.8069,0.9691
460938.00,500000.00,467695.24,12,12,12,12,12,0.058462,0.9712,0.9840
460938.00,500000.00,463633.54,12,12,12,12,12,0.057954,0.9421,0.9806
226562.00,250000.00,228717.33,11,11,11,11,11,0.028590,0.9244,0.9635
226562.00,250000.00,229286.19,11,11,11,11,11,0.028661,0.9200,0.9706
210938.00,187500.00,211213.59,12,12,12,12,12,0.026402,0.8393,0.9803
226562.00,250000.00,225586.65,11,11,11,11,11,0.028198,0.8295,0.9813
210938.00,187500.00,209813.12,12,12,12,12,12,0.026227,0.8280,0.9532
210938.00,250000.00,218792.92,12,12,12,12,12,0.027349,0.7986,0.8992
210938.00,187500.00,210738.66,12,12,12,12,12,0.026342,0.7066,0.9536
507812.00,500000.00,504845.38,12,12,12,12,12,0.063106,0.9751,0.9906
367188.00,375000.00,367593.77,12,12,12,12,12,0.045949,0.9621,0.9746
507812.00,500000.00,509214.88,12,12,12,12,12,0.063652,0.9585,0.9873
179688.00,187500.00,180865.88,11,11,11,11,11,0.022608,0.9527,0.9758
179688.00,187500.00,179246.90,11,11,11,11,11,0.022406,0.9469,0.9604
507812.00,500000.00,511077.88,12,12,12,12,12,0.063885,0.9302,0.9216
179688.00,187500.00,181481.36,11,11,11,11,11,0.022685,0.9247,0.9441
179688.00,187500.00,181602.48,11,11,11,11,11,0.022700,0.9015,0.9820
367188.00,375000.00,320389.75,12,12,12,12,12,0.040049,0.8990,0.8123
367188.00,375000.00,368815.42,12,12,12,12,12,0.046102,0.9712,0.9723
367188.00,375000.00,368043.42,12,12,12,12,12,0.046005,0.9700,0.9963
179688.00,187500.00,181493.07,11,11,11,11,11,0.022687,0.9696,0.9712
507812.00,500000.00,513776.30,12,12,12,12,12,0.064222,0.9660,0.9732
367188.00,375000.00,374709.84,12,12,12,12,12,0.046839,0.9602,0.9669
367188.00,375000.00,362434.39,12,12,12,12,12,0.045304,0.9580,0.9846
507812.00,500000.00,511906.62,12,12,12,12,12,0.063988,0.9561,0.9606
367188.00,375000.00,367088.32,12,12,12,12,12,0.045886,0.9537,0.9781
179688.00,187500.00,177185.06,11,11,11,11,11,0.022148,0.9412,0.9730
179688.00,187500.00,181077.96,11,11,11,11,11,0.022635,0.9366,0.9887
117188.00,125000.00,118249.89,9,9,9,9,9,0.014781,0.9255,0.9104
117188.00,125000.00,118764.88,9,9,9,9,9,0.014846,0.8991,0.9321
117188.00,125000.00,114839.55,9,9,9,9,9,0.014355,0.8635,0.8907
117188.00,125000.00,121068.95,9,9,9,9,9,0.015134,0.8391,0.8407
117188.00,125000.00,120765.69,9,9,9,9,9,0.015096,0.8108,0.9660
179688.00,187500.00,182091.47,11,11,11,11,11,0.022761,0.7852,0.7611
507812.00,500000.00,508136.75,12,12,12,12,12,0.063517,0.9674,0.9894
179688.00,187500.00,182039.26,11,11,11,11,11,0.022755,0.9674,0.9775
507812.00,500000.00,512674.33,12,12,12,12,12,0.064084,0.9601,0.9827
507812.00,500000.00,497072.22,12,12,12,12,12,0.062134,0.9405,0.9763
367188.00,375000.00,373550.42,12,12,12,12,12,0.046694,0.9012,0.9694
117188.00,125000.00,117116.45,9,9,9,9,9,0.014640,0.8784,0.9375
117188.00,125000.00,118897.44,9,9,9,9,9,0.014862,0.7356,0.8467
367188.00,375000.00,371216.77,12,12,12,12,12,0.046402,0.9722,0.9709
507812.00,500000.00,492959.02,12,12,12,12,12,0.061620,0.9654,0.9455
507812.00,500000.00,500577.45,12,12,12,12,12,0.062572,0.9506,0.9604
367188.00,375000.00,366458.89,12,12,12,12,12,0.045807,0.9496,0.9315
507812.00,500000.00,528676.51,12,12,12,12,12,0.066085,0.9449,0.9564
179688.00,187500.00,180937.77,11,11,11,11,11,0.022617,0.9360,0.9361
117188.00,125000.00,116978.65,9,9,9,9,9,0.014622,0.9034,0.9907
117188.00,125000.00,114319.32,9,9,9,9,9,0.014290,0.7506,0.9191
742188.00,725000.00,740258.46,11,11,11,11,11,0.092532,0.9626,0.9887
742188.00,725000.00,729337.69,11,11,11,11,11,0.091167,0.9452,0.9777
742188.00,725000.00,743222.24,11,11,11,11,11,0.092903,0.9294,0.9906
132812.00,125000.00,136373.52,11,11,11,11,11,0.017047,0.9091,0.9563
132812.00,125000.00,133463.86,11,11,11,11,11,0.016683,0.8540,0.9578
742188.00,725000.00,739379.88,11,11,11,11,11,0.092422,0.9738,0.9865
742188.00,725000.00,746194.84,11,11,11,11,11,0.093274,0.9655,0.9839
742188.00,725000.00,748830.32,11,11,11,11,11,0.093604,0.9635,0.9860
132812.00,125000.00,131728.65,11,11,11,11,11,0.016466,0.9179,0.9685
132812.00,125000.00,132702.83,11,11,11,11,11,0.016588,0.9045,0.9933
132812.00,125000.00,128063.20,11,11,11,11,11,0.016008,0.8919,0.9597
679688.00,725000.00,709941.86,11,11,11,11,11,0.088743,0.8812,0.9285
679688.00,725000.00,672706.60,11,11,11,11,11,0.084088,0.8649,0.9697
617188.00,500000.00,619549.75,12,12,13,12,13,0.077444,0.7380,0.9808
679688.00,725000.00,682333.95,11,11,11,11,11,0.085292,0.9732,0.9855
679688.00,725000.00,693771.36,11,11,11,11,11,0.086721,0.9601,0.9647
742188.00,725000.00,736109.73,11,11,11,11,11,0.092014,0.9499,0.9713
679688.00,725000.00,675155.64,11,11,11,11,11,0.084394,0.9383,0.9580
132812.00,125000.00,133341.79,11,11,11,11,11,0.016668,0.9287,0.9826
132812.00,125000.00,130254.75,11,11,11,11,11,0.016282,0.9186,0.9663
132812.00,125000.00,129244.80,11,11,11,11,11,0.016156,0.7567,0.7781
742188.00,725000.00,742806.43,11,11,11,11,11,0.092851,0.9840,0.9881
742188.00,725000.00,737366.68,11,11,11,11,11,0.092171,0.9593,0.9778
742188.00,725000.00,755188.47,11,11,11,11,11,0.094399,0.9568,0.9812
132812.00,125000.00,118433.24,11,11,11,11,11,0.014804,0.9470,0.8857
742188.00,725000.00,633320.93,11,11,11,11,11,0.079165,0.9079,0.8160
132812.00,125000.00,135051.73,11,11,11,11,11,0.016881,0.8294,0.9212
679688.00,725000.00,677284.24,11,11,11,11,11,0.084661,0.8223,0.9819
679688.00,725000.00,749644.76,11,11,11,11,11,0.093706,0.7390,0.8742
679688.00,725000.00,723512.41,11,12,12,12,12,0.090439,0.7362,0.9094
679688.00,725000.00,682733.54,11,11,11,11,11,0.085342,0.7279,0.9813
679688.00,725000.00,681300.04,12,12,12,12,12,0.085163,0.9668,0.9916
117188.00,125000.00,118543.15,10,10,10,10,10,0.014818,0.9619,0.9311
117188.00,125000.00,118105.89,10,10,10,10,10,0.014763,0.9538,0.9662
679688.00,725000.00,685794.83,12,12,12,12,12,0.085724,0.9525,0.9774
679688.00,725000.00,684317.59,12,12,12,12,12,0.085540,0.9512,0.9879
117188.00,125000.00,116768.36,10,10,10,10,10,0.014596,0.9357,0.9522
117188.00,125000.00,115501.40,10,10,10,10,10,0.014438,0.9321,0.9472
679688.00,725000.00,755080.22,12,12,12,12,12,0.094385,0.9186,0.8860
460938.00,500000.00,471952.44,11,11,11,11,11,0.058994,0.8206,0.9643
460938.00,500000.00,475528.72,11,11,11,11,11,0.059441,0.7263,0.9554
117188.00,125000.00,123085.02,10,10,10,10,10,0.015386,0.7115,0.7204
679688.00,725000.00,682607.65,12,12,12,12,12,0.085326,0.9650,0.9871
117188.00,125000.00,111728.67,10,10,10,10,10,0.013966,0.9337,0.9373
117188.00,125000.00,114344.60,10,10,10,10,10,0.014293,0.9282,0.9495
117188.00,125000.00,115980.15,10,10,10,10,10,0.014498,0.9155,0.9559
460938.00,500000.00,465604.78,11,11,11,11,11,0.058201,0.9127,0.9873
460938.00,500000.00,451150.42,11,11,11,11,11,0.056394,0.8936,0.9378
460938.00,500000.00,463836.67,11,11,11,11,11,0.057980,0.8694,0.9889
335938.00,500000.00,336645.13,11,12,12,11,11,0.042081,0.7482,0.9777
460938.00,500000.00,458296.78,11,11,11,11,11,0.057287,0.7092,0.9834
679688.00,725000.00,674789.43,12,12,12,12,12,0.084349,0.9748,0.9875
117188.00,125000.00,118908.29,10,10,10,10,10,0.014864,0.9654,0.9847
679688.00,725000.00,674124.24,12,12,12,12,12,0.084266,0.9611,0.9765
679688.00,725000.00,685897.35,12,12,12,12,12,0.085737,0.9564,0.9884
117188.00,125000.00,118539.81,10,10,10,10,10,0.014817,0.9007,0.9155
679688.00,725000.00,671415.33,12,12,12,12,12,0.083927,0.9765,0.9738
679688.00,725000.00,677771.57,12,12,12,12,12,0.084721,0.9628,0.9952
679688.00,725000.00,664350.75,12,12,12,12,12,0.083044,0.9451,0.9135
460938.00,500000.00,461208.34,11,11,11,11,11,0.057651,0.9286,0.9851
460938.00,500000.00,457521.44,11,11,11,11,11,0.057190,0.8674,0.9838
460938.00,500000.00,463399.89,11,11,11,11,11,0.057925,0.8546,0.9852
335938.00,375000.00,339320.78,11,11,11,11,11,0.042415,0.7690,0.9900
398438.00,375000.00,404066.09,10,10,10,10,10,0.050508,0.9681,0.9490
398438.00,375000.00,403709.41,10,10,10,10,10,0.050464,0.9677,0.9840
398438.00,375000.00,398956.30,10,10,10,10,10,0.049870,0.9650,0.9734
398438.00,375000.00,392783.16,10,10,10,10,10,0.049098,0.9387,0.9420
210938.00,187500.00,208464.62,11,11,11,11,11,0.026058,0.9239,0.9780
632812.00,725000.00,633646.97,12,12,12,12,12,0.079206,0.8974,0.9896
632812.00,725000.00,637059.21,12,12,12,12,12,0.079632,0.8681,0.9881
398438.00,375000.00,400336.27,10,10,10,10,10,0.050042,0.8532,0.9451
210938.00,187500.00,209554.67,11,11,11,11,11,0.026194,0.8189,0.9877
398438.00,375000.00,385942.46,10,10,10,10,10,0.048243,0.7154,0.8383
398438.00,375000.00,395136.83,12,12,12,12,12,0.049392,0.9674,0.9818
398438.00,375000.00,399901.39,12,12,12,12,12,0.049988,0.9618,0.9619
398438.00,375000.00,401058.20,12,12,12,12,12,0.050132,0.9613,0.9902
632812.00,725000.00,633353.71,12,12,12,12,12,0.079169,0.9601,0.9848
398438.00,375000.00,394763.95,12,12,12,12,12,0.049345,0.9509,0.9581
398438.00,375000.00,377454.76,10,10,10,10,10,0.047182,0.9368,0.9416
398438.00,375000.00,391765.59,12,12,12,12,12,0.048971,0.9339,0.9801
210938.00,187500.00,212511.06,11,11,11,11,11,0.026564,0.9321,0.9840
632812.00,725000.00,641040.80,12,12,12,12,12,0.080130,0.9309,0.9742
210938.00,187500.00,212751.63,11,11,11,11,11,0.026594,0.8389,0.9877
210938.00,187500.00,215065.00,11,11,11,11,11,0.026883,0.8249,0.9036
210938.00,187500.00,207236.29,11,11,11,11,11,0.025905,0.7770,0.9769
398438.00,375000.00,401512.15,12,12,12,12,12,0.050189,0.9566,0.9867
398438.00,375000.00,396293.16,10,10,10,10,10,0.049537,0.9545,0.9750
398438.00,375000.00,403676.99,10,10,10,10,10,0.050460,0.9363,0.9603
398438.00,375000.00,399605.75,12,12,12,12,12,0.049951,0.9265,0.9741
210938.00,187500.00,197884.56,11,11,11,11,11,0.024736,0.9081,0.9347
210938.00,187500.00,209751.61,11,11,11,11,11,0.026219,0.8393,0.9284
210938.00,187500.00,212429.52,11,11,11,11,11,0.026554,0.7838,0.9898
210938.00,187500.00,205715.60,11,11,11,11,11,0.025714,0.7747,0.9379
632812.00,725000.00,628462.79,12,12,12,12,12,0.078558,0.7634,0.9494
398438.00,375000.00,399129.87,12,12,12,12,12,0.049891,0.9468,0.9695
398438.00,375000.00,405496.12,12,12,12,12,12,0.050687,0.9439,0.9744
632812.00,725000.00,646041.15,12,12,12,12,12,0.080755,0.9056,0.9634
398438.00,375000.00,390937.81,12,12,12,12,12,0.048867,0.9041,0.9800
632812.00,725000.00,632992.74,12,12,12,12,12,0.079124,0.8656,0.9885
632812.00,725000.00,639310.84,12,12,12,12,12,0.079914,0.8416,0.9850
632812.00,725000.00,641658.78,12,12,12,12,12,0.080207,0.7493,0.9754
289062.00,250000.00,287306.79,11,11,11,11,11,0.035913,0.8612,0.9825
304688.00,375000.00,301961.90,12,12,12,11,11,0.037745,0.7930,0.9813
101562.00,125000.00,113904.95,11,12,12,12,12,0.014238,0.7183,0.8895
601562.00,500000.00,611726.76,12,12,13,12,13,0.076466,0.8372,0.9786
304688.00,375000.00,306656.12,12,12,12,11,11,0.038332,0.7589,0.9804
304688.00,250000.00,306407.93,12,12,13,12,13,0.038301,0.8998,0.9819
101562.00,125000.00,105111.12,11,12,12,11,11,0.013139,0.8501,0.9619
101562.00,125000.00,105110.17,11,12,12,11,11,0.013139,0.8261,0.9446
304688.00,375000.00,305437.09,12,12,12,11,11,0.038180,0.7966,0.9852
304688.00,250000.00,305571.56,12,12,13,12,13,0.038196,0.7426,0.9941
304688.00,250000.00,303329.47,12,12,13,12,13,0.037916,0.9552,0.9835
101562.00,125000.00,114026.07,11,12,12,12,12,0.014253,0.8313,0.8860
101562.00,125000.00,115658.76,11,12,12,12,12,0.014457,0.7959,0.8175
101562.00,125000.00,115455.63,11,12,12,12,12,0.014432,0.7593,0.8489
304688.00,250000.00,312866.21,12,12,13,12,13,0.039108,0.7284,0.9570
789062.00,725000.00,787944.79,11,11,11,11,11,0.098493,0.9510,0.9840
789062.00,725000.00,677700.04,11,11,11,11,11,0.084713,0.9359,0.8500
382812.00,375000.00,373941.42,10,10,10,10,10,0.046743,0.9304,0.9715
789062.00,725000.00,802999.50,11,11,11,11,11,0.100375,0.9278,0.9772
789062.00,725000.00,798575.40,11,11,11,11,11,0.099822,0.9253,0.9781
789062.00,725000.00,801620.48,11,11,11,11,11,0.100203,0.8919,0.9770
210938.00,187500.00,206480.98,9,9,9,9,9,0.025810,0.7640,0.9183
382812.00,375000.00,383708.95,10,10,10,10,10,0.047964,0.9787,0.9883
117188.00,125000.00,121877.67,11,11,11,11,11,0.015235,0.9291,0.9530
789062.00,725000.00,794954.30,11,11,11,11,11,0.099369,0.9264,0.9865
117188.00,125000.00,117689.13,11,11,11,11,11,0.014711,0.9189,0.9826
382812.00,375000.00,384698.87,10,10,10,10,10,0.048087,0.9761,0.9840
382812.00,375000.00,381065.37,10,10,10,10,10,0.047633,0.9749,0.9899
382812.00,375000.00,378665.92,10,10,10,10,10,0.047333,0.9747,0.9805
789062.00,725000.00,779706.24,11,11,11,11,11,0.097463,0.9720,0.9808
382812.00,375000.00,383385.66,10,10,10,10,10,0.047923,0.9719,0.9816
382812.00,375000.00,372930.53,10,10,10,10,10,0.046616,0.9682,0.9713
382812.00,375000.00,377525.33,10,10,10,10,10,0.047191,0.9633,0.9807
117188.00,125000.00,117376.33,11,11,11,11,11,0.014672,0.9382,0.9585
117188.00,125000.00,118608.95,11,11,11,11,11,0.014826,0.9117,0.9384
210938.00,187500.00,210895.54,9,9,9,9,9,0.026362,0.8787,0.9977
210938.00,187500.00,216095.92,9,9,9,9,9,0.027012,0.8598,0.9363
117188.00,125000.00,120194.44,11,11,11,11,11,0.015024,0.7567,0.7296
210938.00,187500.00,215919.49,9,9,9,9,9,0.026990,0.7381,0.9480
382812.00,375000.00,375291.82,10,10,10,10,10,0.046911,0.9724,0.9625
117188.00,125000.00,117620.47,11,11,11,11,11,0.014703,0.9656,0.9602
789062.00,725000.00,793802.26,11,11,11,11,11,0.099225,0.9594,0.9921
117188.00,125000.00,119354.72,11,11,11,11,11,0.014919,0.9575,0.9484
117188.00,125000.00,117442.13,11,11,11,11,11,0.014680,0.9514,0.9275
789062.00,725000.00,788043.02,11,11,11,11,11,0.098505,0.9490,0.9904
789062.00,725000.00,686494.83,11,11,11,11,11,0.085812,0.9093,0.8671
117188.00,125000.00,120601.18,11,11,11,11,11,0.015075,0.8870,0.9488
